symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
NR2F1	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	nuclear receptor subfamily 2 group F member 1
RPL7P9	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	ribosomal protein L7 pseudogene 9
ATP8A1	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	ATPase phospholipid transporting 8A1
THY1	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	Thy-1 cell surface antigen
GJA5	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	gap junction protein alpha 5
SLC24A4	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	solute carrier family 24 member 4
NMNAT1	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	nicotinamide nucleotide adenylyltransferase 1
LINC00632	0.0073915970936940375	No data	No data	No data	No data	0.06079307976116211	No data	No data	long intergenic non-protein coding RNA 632
FHL2	0.007391597093694037	No data	No data	No data	No data	0.060793079761162105	No data	No data	four and a half LIM domains 2
ACADS	0.007391597093694037	0.012158615952232422	No data	No data	No data	No data	No data	No data	acyl-CoA dehydrogenase short chain
STEAP4	0.007371064879544886	No data	No data	No data	No data	0.06062421009515888	No data	No data	STEAP4 metalloreductase
GLB1	0.007360798772470311	No data	No data	No data	No data	0.060539775262157265	No data	No data	galactosidase beta 1
VNN1	0.00728532837085448	No data	No data	No data	No data	0.0547137717850459	0.02082115230931837	No data	vanin 1
PAX2	0.007206807166351686	No data	No data	No data	No data	0.05927325276713306	No data	No data	paired box 2
CREM	0.007206807166351686	No data	No data	No data	No data	0.05927325276713306	No data	No data	cAMP responsive element modulator
LPO	0.007206807166351686	No data	No data	No data	No data	0.05927325276713306	No data	No data	lactoperoxidase
SENP1	0.007206807166351686	No data	No data	No data	No data	0.05927325276713306	No data	No data	SUMO specific peptidase 1
AIRN	0.007206807166351686	No data	No data	No data	No data	0.05927325276713306	No data	No data	antisense of IGF2R non-protein coding RNA
TNFRSF12A	0.007165742738053384	No data	No data	No data	No data	0.058935513435126596	No data	No data	TNF receptor superfamily member 12A
CD69	0.007022017239009335	No data	No data	No data	No data	0.057753425773104	No data	No data	CD69 molecule
INSRR	0.007022017239009335	No data	No data	No data	No data	0.057753425773104	No data	No data	insulin receptor related receptor
SERPINA6	0.007022017239009335	No data	No data	No data	No data	0.057753425773104	No data	No data	serpin family A member 6
MFSD9	0.007022017239009335	No data	No data	No data	No data	0.057753425773104	No data	No data	major facilitator superfamily domain containing 9
CERK	0.007001485024860183	No data	No data	No data	No data	0.057584556107100775	No data	No data	ceramide kinase
FAM3A	0.0068988239541144325	No data	No data	No data	No data	0.05674020777708463	No data	No data	FAM3 metabolism regulating signaling molecule A
AMPD1	0.0068372273116669826	No data	No data	No data	No data	0.056233598779074946	No data	No data	adenosine monophosphate deaminase 1
ABHD6	0.006806428990443257	No data	No data	No data	No data	0.0559802942800701	No data	No data	abhydrolase domain containing 6, acylglycerol lipase
UNC5D	0.006776207396401274	No data	No data	No data	No data	0.030396539880581056	0.0481325981730264	No data	unc-5 netrin receptor D
MAP3K15	0.006714034026772082	No data	No data	No data	No data	0.05522038078305557	No data	No data	mitogen-activated protein kinase kinase kinase 15
NFASC	0.006714034026772082	No data	No data	No data	No data	0.05522038078305557	No data	No data	neurofascin
GATA4	0.006714034026772082	No data	No data	No data	No data	0.05522038078305557	No data	No data	GATA binding protein 4
LCLAT1	0.0066935018126229335	No data	No data	No data	No data	0.05505151111705235	No data	No data	lysocardiolipin acyltransferase 1
AMER3	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	APC membrane recruitment protein 3
SRF	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	serum response factor
HINT1	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	histidine triad nucleotide binding protein 1
FBXO32	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	F-box protein 32
MRAP2	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	melanocortin 2 receptor accessory protein 2
ALDH6A1	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	aldehyde dehydrogenase 6 family member A1
PDC	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	phosducin
ZNF518B	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	zinc finger protein 518B
ZDHHC17	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	zinc finger DHHC-type palmitoyltransferase 17
FHIT	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	fragile histidine triad diadenosine triphosphatase
LDHD	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	lactate dehydrogenase D
FOXQ1	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	forkhead box Q1
AGXT2	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	alanine--glyoxylate aminotransferase 2
HTRA2	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	HtrA serine peptidase 2
AGFG1	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	ArfGAP with FG repeats 1
ATF6B	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	activating transcription factor 6 beta
CCL22	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	C-C motif chemokine ligand 22
LAT2	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	linker for activation of T cells family member 2
HRAS	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	HRas proto-oncogene, GTPase
C5AR1	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	complement C5a receptor 1
IL3	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	interleukin 3
ZMYND8	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	zinc finger MYND-type containing 8
IL7	0.006652437384324632	No data	No data	No data	No data	0.0547137717850459	No data	No data	interleukin 7
CLEC7A	0.0065986429832538595	No data	No data	No data	No data	0.05427133326011744	No data	No data	C-type lectin domain containing 7A
SLC2A5	0.006539510206504308	No data	No data	No data	No data	0.05378498862202815	No data	No data	solute carrier family 2 member 5
BSG	0.006537046340806408	No data	No data	No data	No data	0.05376472426210775	No data	No data	basigin (Ok blood group)
GSR	0.0065262543576347495	No data	No data	No data	No data	0.053675964297864635	No data	No data	glutathione-disulfide reductase
KLF9	0.006491054181112312	No data	No data	No data	No data	0.05338645621026052	No data	No data	KLF transcription factor 9
SMARCD1	0.00646764745698228	No data	No data	No data	No data	0.05319394479101684	No data	No data	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
MSI2	0.00646764745698228	No data	No data	No data	No data	0.05319394479101684	No data	No data	musashi RNA binding protein 2
HABP2	0.00646764745698228	No data	No data	No data	No data	0.05319394479101684	No data	No data	hyaluronan binding protein 2
SMAD4	0.00646764745698228	No data	No data	No data	No data	0.05319394479101684	No data	No data	SMAD family member 4
SIRT5	0.00646764745698228	No data	No data	No data	No data	0.05319394479101684	No data	No data	sirtuin 5
CNR2	0.006447115242833132	No data	No data	No data	No data	0.05302507512501362	No data	No data	cannabinoid receptor 2
CBLN1	0.006426583028683982	No data	No data	No data	No data	0.05285620545901039	No data	No data	cerebellin 1 precursor
CCL20	0.006403285732174331	No data	No data	No data	No data	0.03951550184475537	0.0427857185792096	No data	C-C motif chemokine ligand 20
SHH	0.006344454172087381	No data	No data	No data	No data	0.052180726794997474	No data	No data	sonic hedgehog signaling molecule
CLTCL1	0.006282857529639931	No data	No data	No data	No data	0.051674117796987794	No data	No data	clathrin heavy chain like 1
TLL1	0.006282857529639931	No data	No data	No data	No data	0.051674117796987794	No data	No data	tolloid like 1
TARDBP	0.006282857529639931	No data	No data	No data	No data	0.051674117796987794	No data	No data	TAR DNA binding protein
CD5	0.006282857529639931	No data	No data	No data	No data	0.051674117796987794	No data	No data	CD5 molecule
CXCL5	0.006252059208416205	No data	No data	No data	No data	0.05142081329798295	No data	No data	C-X-C motif chemokine ligand 5
VCAN	0.006192863187140648	No data	No data	No data	No data	0.04863446380892969	0.009197938754997357	No data	versican
SLC2A3	0.006152067325509844	No data	No data	No data	No data	0.050598418024547225	No data	No data	solute carrier family 2 member 3
NPR1	0.006113466762909443	No data	No data	No data	No data	0.05028094305246116	No data	No data	natriuretic peptide receptor 1
GJD2	0.006111002897211545	No data	No data	No data	No data	0.05026067869254077	No data	No data	gap junction protein delta 2
CCL3	0.006099504857288021	No data	No data	No data	No data	0.05016611167957897	No data	No data	C-C motif chemokine ligand 3
IFNA1	0.006085337629525107	No data	No data	No data	No data	0.05004959161003675	No data	No data	interferon alpha 1
MAS1	0.006022509054228709	No data	No data	No data	No data	0.049532850432066865	No data	No data	MAS1 proto-oncogene, G protein-coupled receptor
KHK	0.0059646082103281045	No data	No data	No data	No data	0.04905663797393776	No data	No data	ketohexokinase
EPHA2	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	EPH receptor A2
GPR50	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	G protein-coupled receptor 50
MUC1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	mucin 1, cell surface associated
ACOT7	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	acyl-CoA thioesterase 7
CHD3	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	chromodomain helicase DNA binding protein 3
SNW1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	SNW domain containing 1
TRDMT1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	tRNA aspartic acid methyltransferase 1
SNHG5	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	small nucleolar RNA host gene 5
NLRP1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	NLR family pyrin domain containing 1
DRD1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	dopamine receptor D1
RAB3IP	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	RAB3A interacting protein
ARID1A	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	AT-rich interaction domain 1A
NUPR1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	nuclear protein 1, transcriptional regulator
GOT1	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	glutamic-oxaloacetic transaminase 1
EFNA4	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	ephrin A4
SOX9	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	SRY-box transcription factor 9
CYB5R4	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	cytochrome b5 reductase 4
IQCK	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	IQ motif containing K
GOLPH3	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	golgi phosphoprotein 3
AMPD2	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	adenosine monophosphate deaminase 2
HPR	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	haptoglobin-related protein
ENSG00000275993	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	novel protein, similar to salt-inducible kinase 1 SIK1
ETV3	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	ETS variant transcription factor 3
MTMR7	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	myotubularin related protein 7
GFOD2	0.005913277674955229	No data	No data	No data	No data	0.04863446380892969	No data	No data	glucose-fructose oxidoreductase domain containing 2
PCLAF	0.005903820285703264	No data	No data	No data	No data	0.04855668037297677	No data	No data	PCNA clamp associated factor
GATA6	0.00589274546080608	No data	No data	No data	No data	0.04846559414292646	No data	No data	GATA binding protein 6
KCNQ1OT1	0.0058800154880336054	No data	No data	No data	No data	0.04836089495000445	No data	No data	KCNQ1 opposite strand/antisense transcript 1
HSP90B2P	0.0057956953646367115	No data	No data	No data	No data	0.047667393948507546	No data	No data	heat shock protein 90 beta family member 2, pseudogene
TNFSF14	0.005790084390060328	No data	No data	No data	No data	0.047621245812910315	No data	No data	TNF superfamily member 14
CYP2E1	0.005742129099278706	No data	No data	No data	No data	0.047226831753201345	No data	No data	cytochrome P450 family 2 subfamily E member 1
DNMT3B	0.005728487747612879	No data	No data	No data	No data	0.04711463681490064	No data	No data	DNA methyltransferase 3 beta
SLMAP	0.005707955533463728	No data	No data	No data	No data	0.0469457671488974	No data	No data	sarcolemma associated protein
SCARB1	0.005674693346542105	No data	No data	No data	No data	0.04667219828997217	No data	No data	scavenger receptor class B member 1
DPEP1	0.005615560569792552	No data	No data	No data	No data	0.04618585365188288	No data	No data	dipeptidase 1
SPTLC1	0.005605294462717976	No data	No data	No data	No data	0.04610141881888126	No data	No data	serine palmitoyltransferase long chain base subunit 1
DNAJC5	0.005559096980882389	No data	No data	No data	No data	0.045721462070373996	No data	No data	DnaJ heat shock protein family (Hsp40) member C5
EPAS1	0.005543697820270528	No data	No data	No data	No data	0.045594809820871586	No data	No data	endothelial PAS domain protein 1
PHB1	0.005543697820270528	No data	No data	No data	No data	0.045594809820871586	No data	No data	prohibitin 1
TRPA1	0.005543697820270526	No data	No data	No data	No data	0.04559480982087158	No data	No data	transient receptor potential cation channel subfamily A member 1
VEGFD	0.005523165606121377	No data	No data	No data	No data	0.04542594015486835	No data	No data	vascular endothelial growth factor D
PRKN	0.0055128994990468	No data	No data	No data	No data	0.04534150532186673	No data	No data	parkin RBR E3 ubiquitin protein ligase
PPBP	0.005420504535375625	No data	No data	No data	No data	0.044581591824852204	No data	No data	pro-platelet basic protein
SMOC1	0.005420504535375625	No data	No data	No data	No data	0.044581591824852204	No data	No data	SPARC related modular calcium binding 1
MAF	0.005420504535375625	No data	No data	No data	No data	0.044581591824852204	No data	No data	MAF bZIP transcription factor
GALR2	0.005420504535375625	No data	No data	No data	No data	0.044581591824852204	No data	No data	galanin receptor 2
DIO2	0.005346177920155704	No data	No data	No data	No data	0.043970283633920526	No data	No data	iodothyronine deiodinase 2
RPSA	0.005328109571704451	No data	No data	No data	No data	0.04382167832783768	No data	No data	ribosomal protein SA
EEF1A2	0.005328109571704451	No data	No data	No data	No data	0.04382167832783768	No data	No data	eukaryotic translation elongation factor 1 alpha 2
MAP1LC3B	0.005328109571704451	No data	No data	No data	No data	0.04382167832783768	No data	No data	microtubule associated protein 1 light chain 3 beta
ATP8B5P	0.005305113491857403	No data	No data	No data	No data	0.04363254430191407	No data	No data	ATPase phospholipid transporting 8B5, pseudogene
ATP8B5P	0.005305113491857403	No data	No data	No data	No data	0.04363254430191407	No data	No data	ATPase phospholipid transporting 8B5, pseudogene 
TRH	0.005245980715107851	No data	No data	No data	No data	0.043146199663824776	No data	No data	thyrotropin releasing hormone
ATP5MK	0.005245980715107851	No data	No data	No data	No data	0.043146199663824776	No data	No data	ATP synthase membrane subunit k
HCRT	0.005245980715107851	No data	No data	No data	No data	0.043146199663824776	No data	No data	hypocretin neuropeptide precursor
TBXT	0.005245980715107851	No data	No data	No data	No data	0.043146199663824776	No data	No data	T-box transcription factor T
SPINK5	0.0052357146080332755	No data	No data	No data	No data	0.043061764830823156	No data	No data	serine peptidase inhibitor Kazal type 5
TAS1R3	0.0052357146080332755	No data	No data	No data	No data	0.043061764830823156	No data	No data	taste 1 receptor member 3
MT-ATP6	0.0052357146080332755	No data	No data	No data	No data	0.043061764830823156	No data	No data	mitochondrially encoded ATP synthase membrane subunit 6
CHCHD4	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	coiled-coil-helix-coiled-coil-helix domain containing 4
SLC7A1	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	solute carrier family 7 member 1
TYW3	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	tRNA-yW synthesizing protein 3 homolog
RELB	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	RELB proto-oncogene, NF-kB subunit
RHOQ	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	ras homolog family member Q
NPFF	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	neuropeptide FF-amide peptide precursor
NCOA1	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	nuclear receptor coactivator 1
GK	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	glycerol kinase
ELP4	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	elongator acetyltransferase complex subunit 4
SIRT7	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	sirtuin 7
NPFFR2	0.0051741179655858255	No data	No data	No data	No data	0.04255515583281348	No data	No data	neuropeptide FF receptor 2
ALPK1	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	alpha kinase 1
TFF2	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	trefoil factor 2
DNM1L	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	dynamin 1 like
CXCL14	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	C-X-C motif chemokine ligand 14
ENPEP	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	glutamyl aminopeptidase
PPP1CB	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	protein phosphatase 1 catalytic subunit beta
PXDN	0.005174117965585825	No data	No data	No data	No data	0.04255515583281347	No data	No data	peroxidasin
PTS	0.005161148134795828	No data	No data	No data	No data	0.04244848389876316	No data	No data	6-pyruvoyltetrahydropterin synthase
MYH14	0.0051535857514366755	No data	No data	No data	No data	0.04238628616681025	No data	No data	myosin heavy chain 14
SLC25A5	0.0051535857514366755	No data	No data	No data	No data	0.04238628616681025	No data	No data	solute carrier family 25 member 5
SCGB1D4	0.0050611907877655	No data	No data	No data	No data	0.04162637266979572	No data	No data	secretoglobin family 1D member 4
GDNF	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	glial cell derived neurotrophic factor
ERP44	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	endoplasmic reticulum protein 44
SUCLG1	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	succinate-CoA ligase GDP/ADP-forming subunit alpha
MAPK7	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	mitogen-activated protein kinase 7
TRBV20OR9-2	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	T cell receptor beta variable 20/OR9-2 (non-functional)
LRPAP1	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	LDL receptor related protein associated protein 1
TMPRSS2	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	transmembrane serine protease 2
TAS1R2	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	taste 1 receptor member 2
UGT2B15	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	UDP glucuronosyltransferase family 2 member B15
INSL5	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	insulin like 5
ADM2	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	adrenomedullin 2
ATG7	0.004989328038243475	No data	No data	No data	No data	0.04103532883878443	No data	No data	autophagy related 7
MC5R	0.004968795824094324	No data	No data	No data	No data	0.04086645917278119	No data	No data	melanocortin 5 receptor
NR0B1	0.004945456376720406	No data	No data	No data	No data	0.04067450107931387	No data	No data	nuclear receptor subfamily 0 group B member 1
CTSS	0.00491500142302355	No data	No data	No data	No data	0.040424020647852735	No data	No data	cathepsin S
FETUB	0.004832872566426951	No data	No data	No data	No data	0.03974854198383983	No data	No data	fetuin B
SFTPB	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	surfactant protein B
PCSK7	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	proprotein convertase subtilisin/kexin type 7
PRRX1	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	paired related homeobox 1
ATP5PF	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	ATP synthase peripheral stalk subunit F6
LYPLA2P1	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	LYPLA2 pseudogene 1
DNAJB9	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	DnaJ heat shock protein family (Hsp40) member B9
IGHD2-15	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	immunoglobulin heavy diversity 2-15
LYPLAL1	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	lysophospholipase like 1
CYP24A1	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	cytochrome P450 family 24 subfamily A member 1
CST12P	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	cystatin 12, pseudogene
CCL7	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	C-C motif chemokine ligand 7
XCR1	0.004804538110901123	No data	No data	No data	No data	0.03951550184475537	No data	No data	X-C motif chemokine receptor 1
CES1	0.004784005896751974	No data	No data	No data	No data	0.039346632178752144	No data	No data	carboxylesterase 1
INSM2	0.004694280120920187	No data	No data	No data	No data	0.038608671738318036	No data	No data	INSM transcriptional repressor 2
FKBP5	0.0046891470673829	No data	No data	No data	No data	0.03856645432181723	No data	No data	FKBP prolyl isomerase 5
SLC8A1	0.004681344826006223	No data	No data	No data	No data	0.038502283848736	No data	No data	solute carrier family 8 member A1
ACYP2	0.004619748183558772	No data	No data	No data	No data	0.037995674850726316	No data	No data	acylphosphatase 2
KITLG	0.004599215969409622	No data	No data	No data	No data	0.03782680518472309	No data	No data	KIT ligand
ROCK2	0.004599215969409622	No data	No data	No data	No data	0.03782680518472309	No data	No data	Rho associated coiled-coil containing protein kinase 2
IGHD1-7	0.004588949862335047	No data	No data	No data	No data	0.037742370351721476	No data	No data	immunoglobulin heavy diversity 1-7
CFH	0.004506821005738447	No data	No data	No data	No data	0.03706689168770857	No data	No data	complement factor H
ABCB7	0.004496554898663872	No data	No data	No data	No data	0.03698245685470695	No data	No data	ATP binding cassette subfamily B member 7
NRG1	0.004496554898663872	No data	No data	No data	No data	0.03698245685470695	No data	No data	neuregulin 1
SETD7	0.004434958256216422	No data	No data	No data	No data	0.03647584785669727	No data	No data	SET domain containing 7, histone lysine methyltransferase
CAPN1	0.004434958256216422	No data	No data	No data	No data	0.03647584785669727	No data	No data	calpain 1
PRDM16	0.004434958256216422	No data	No data	No data	No data	0.03647584785669727	No data	No data	PR/SET domain 16
PGK1	0.004434958256216422	No data	No data	No data	No data	0.03647584785669727	No data	No data	phosphoglycerate kinase 1
RER1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	retention in endoplasmic reticulum sorting receptor 1
MAP3K8	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	mitogen-activated protein kinase kinase kinase 8
FOLR3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	folate receptor gamma
HAS2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	hyaluronan synthase 2
SLC23A1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	solute carrier family 23 member 1
SHC1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	SHC adaptor protein 1
MSX2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	msh homeobox 2
ASPG	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	asparaginase
B3GAT1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	beta-1,3-glucuronyltransferase 1
RGS14	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	regulator of G protein signaling 14
CHPT1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	choline phosphotransferase 1
CASP9	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	caspase 9
HAS3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	hyaluronan synthase 3
GPR146	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	G protein-coupled receptor 146
BANCR	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	BRAF-activated non-protein coding RNA
POLB	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	DNA polymerase beta
SS18L1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	SS18L1 subunit of BAF chromatin remodeling complex
DYRK1B	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	dual specificity tyrosine phosphorylation regulated kinase 1B
MBD2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	methyl-CpG binding domain protein 2
UOX	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	urate oxidase (pseudogene)
DHH	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	desert hedgehog signaling molecule
GSTA5	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	glutathione S-transferase alpha 5
DAPK3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	death associated protein kinase 3
ASAH2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	N-acylsphingosine amidohydrolase 2
CYP1A1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	cytochrome P450 family 1 subfamily A member 1
LCT	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	lactase
HOXA5	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	homeobox A5
CRAT	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	carnitine O-acetyltransferase
IGKV1-16	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	immunoglobulin kappa variable 1-16
ACTN3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	actinin alpha 3
MAS1L	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	MAS1 proto-oncogene like, G protein-coupled receptor
RET	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	ret proto-oncogene
CAMTA1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	calmodulin binding transcription activator 1
BCAS3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	BCAS3 microtubule associated cell migration factor
KCNJ3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	potassium inwardly rectifying channel subfamily J member 3
TDGF1P3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	teratocarcinoma-derived growth factor 1 pseudogene 3
TSPAN2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	tetraspanin 2
HPS3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
RAB4A	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	RAB4A, member RAS oncogene family
AGPAT1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	1-acylglycerol-3-phosphate O-acyltransferase 1
